2_50_2a	Feasible	7.504	0	1796.98
2_50_3a	Feasible	185.82	0	1799.92
2_50_4a	Feasible	1208.73	0	1799.93
2_50_5a	Feasible	2523.86	0	1799.94
2_50_10a	Feasible	17399.4	0	1799.59
2_50_15a	Feasible	30311	10668.8	1799.44
2_50_20a	Feasible	52826.3	35826.2	1799.58
2_100_2a	Feasible	3.669	0	1799.92
2_100_3a	Feasible	151.339	0	1799.93
2_100_4a	Feasible	939.942	0	1799.84
2_100_5a	Feasible	2844.34	0	1799.72
2_100_10a	Feasible	14184.2	0	1798.87
2_100_15a	Feasible	30478.6	0	1789.9
2_100_20a	Feasible	49216.5	0	1789.26
2_200_2a	Feasible	1.373	0	1799.91
2_200_3a	Feasible	116.614	0	1799.95
2_200_4a	Feasible	898.189	0	1799.8
2_200_5a	Feasible	1863.36	0	1799.46
2_200_10a	Feasible	18863.4	0	1798.98
2_200_15a	Feasible	28911.2	0	1791.2
2_200_20a	Feasible	49890	0	1795.33
2_300_2a	Feasible	0.455	0	1799.93
2_300_3a	Feasible	3.049	0	1799.94
2_300_4a	Feasible	1159.3	0	1799.72
2_300_5a	Feasible	2805.02	0	1799.46
2_300_10a	Feasible	11863.5	0	1781.75
2_300_15a	Feasible	33756.7	0	1787.96
2_300_20a	Feasible	47270	0	1795.26
2_400_2a	Feasible	1.972	0	1799.94
2_400_3a	Feasible	118.141	0	1799.9
2_400_4a	Feasible	881.653	0	1799.73
2_400_5a	Feasible	10.686	0	1799.9
2_400_10a	Feasible	22542.5	0	1798.86
2_400_15a	Feasible	28656.7	0	1788.97
2_400_20a	Feasible	47452.9	0	1792.29
2_500_2a	Feasible	2.59	0	1799.94
2_500_3a	Feasible	107.081	0	1799.88
2_500_4a	Feasible	482.635	0	1799.77
2_500_5a	Feasible	1709.02	0	1799.75
2_500_10a	Feasible	17624.1	0	1764.56
2_500_15a	Feasible	33077.8	0	1784.89
2_500_20a	Feasible	54786.9	0	1793.32
2_50_2b	Feasible	1.12559	0	1799.79
2_50_3b	Feasible	137.887	0	1799.27
2_50_4b	Feasible	1279.75	0	1799.89
2_50_5b	Feasible	1789.99	0	1799.95
2_50_10b	Feasible	18550.1	0	1799.67
2_50_15b	Feasible	33499	7874.82	1799.32
2_50_20b	Feasible	51917.9	40903.7	1799.77
2_100_2b	Feasible	0.925	0	1799.93
2_100_3b	Feasible	169.791	0	1799.94
2_100_4b	Feasible	1330.55	0	1799.89
2_100_5b	Feasible	1908.29	0	1799.83
2_100_10b	Feasible	15382.8	0	1799.34
2_100_15b	Feasible	29768.4	0	1790.81
2_100_20b	Feasible	46688.4	0	1789.4
2_200_2b	Feasible	1.368	0	1799.92
2_200_3b	Feasible	105.565	0	1799.94
2_200_4b	Feasible	995.062	0	1799.72
2_200_5b	Feasible	1483.64	0	1799.8
2_200_10b	Feasible	16706.9	0	1798.89
2_200_15b	Feasible	29275.1	0	1789.35
2_200_20b	Feasible	47532.1	0	1794.31
2_300_2b	Feasible	4.578	0	1799.93
2_300_3b	Feasible	90.855	0	1799.9
2_300_4b	Feasible	4.572	0	1799.97
2_300_5b	Feasible	1866.07	0	1799.48
2_300_10b	Feasible	19635.1	0	1798.83
2_300_15b	Feasible	30245.3	0	1788.28
2_300_20b	Feasible	55996.3	0	1797.31
2_400_2b	Feasible	3.415	0	1799.93
2_400_3b	Feasible	135.906	0	1799.88
2_400_4b	Feasible	891.301	0	1799.54
2_400_5b	Feasible	2301.44	0	1798.37
2_400_10b	Feasible	20077.6	0	1797.43
2_400_15b	Feasible	30357.8	0	1788.05
2_400_20b	Feasible	50420	0	1791.65
2_500_2b	Feasible	2.902	0	1798.2
2_500_3b	Feasible	152.894	0	1798.1
2_500_4b	Feasible	654.78	0	1798.37
2_500_5b	Feasible	2083.46	0	1796.74
2_500_10b	Feasible	17966	0	1760.21
2_500_15b	Feasible	33210.2	0	1787.21
2_500_20b	Feasible	44374.9	0	1792.31
2_50_2c	Feasible	4.467	0	1798.6
2_50_3c	Feasible	258.492	0	1799.41
2_50_4c	Feasible	946.785	0	1799.97
2_50_5c	Feasible	2561.65	0	1799.96
2_50_10c	Feasible	17827.7	0	1799.74
2_50_15c	Feasible	27787.8	11994.7	1799.65
2_50_20c	Optimal	50560.9	50555.8	1271.12
2_100_2c	Feasible	2.176	0	1799.94
