2_50_2a	Feasible	4.448	0	1796.72
2_50_3a	Feasible	181.706	0	1799.4
2_50_4a	Feasible	1220.93	0	1799.38
2_50_5a	Feasible	2523.85	0	1799.5
2_50_10a	Feasible	17393.3	0	1799.03
2_50_15a	Feasible	30311	12420.7	1798.83
2_50_20a	Feasible	52826.3	36452.6	1799.21
2_100_2a	Feasible	4.159	0	1799.4
2_100_3a	Feasible	142.179	0	1799.48
2_100_4a	Feasible	916.488	0	1799.67
2_100_5a	Feasible	2847.39	0	1799.66
2_100_10a	Feasible	14181.2	0	1799.36
2_100_15a	Feasible	30487.8	0	1789.28
2_100_20a	Feasible	50336.6	0	1788.78
2_200_2a	Feasible	5.547	0	1799.67
2_200_3a	Feasible	81.695	0	1799.72
2_200_4a	Feasible	907.337	0	1799.59
2_200_5a	Feasible	1832.84	0	1799.49
2_200_10a	Feasible	14272.3	0	1798.61
2_200_15a	Feasible	27746.6	0	1790.81
2_200_20a	Feasible	46416.1	0	1794.83
2_300_2a	Feasible	0.132022	0	1799.72
2_300_3a	Feasible	75.294	0	1799.65
2_300_4a	Feasible	509.55	0	1799.62
2_300_5a	Feasible	1909.82	0	1799.68
2_300_10a	Feasible	11842.1	0	1799.01
2_300_15a	Feasible	30466.8	0	1790.37
2_300_20a	Feasible	46991.3	0	1799.12
2_400_2a	Feasible	1.16347	0	1799.93
2_400_3a	Feasible	75.556	0	1799.93
2_400_4a	Feasible	880.218	0	1799.73
2_400_5a	Feasible	1890.48	0	1799.42
2_400_10a	Feasible	19035.6	0	1798.91
2_400_15a	Feasible	29555.5	0	1788.65
2_400_20a	Feasible	51048.1	0	1797.88
2_500_2a	Feasible	5.909	0	1799.9
2_500_3a	Feasible	52.991	0	1799.93
2_500_4a	Feasible	751.607	0	1799.53
2_500_5a	Feasible	887.853	0	1799.3
2_500_10a	Feasible	19184.9	0	1765.61
2_500_15a	Feasible	31842.2	0	1789.5
2_500_20a	Feasible	47784.8	0	1792.52
2_50_2b	Feasible	1.11611	0	1799.94
2_50_3b	Feasible	137.887	0	1799.95
2_50_4b	Feasible	1279.75	0	1799.9
2_50_5b	Feasible	1789.99	0	1799.94
2_50_10b	Feasible	18556.2	0	1799.64
2_50_15b	Feasible	32625.3	10886.2	1799.55
2_50_20b	Feasible	51917.9	39533.9	1799.51
2_100_2b	Feasible	1.079	0	1799.92
2_100_3b	Feasible	143.062	0	1799.96
2_100_4b	Feasible	1348.86	0	1799.92
2_100_5b	Feasible	1914.38	0	1799.9
2_100_10b	Feasible	15379.7	0	1799.59
2_100_15b	Feasible	25609.7	0	1790.78
2_100_20b	Feasible	47534.3	0	1789.4
2_200_2b	Feasible	3.214	0	1799.91
2_200_3b	Feasible	158.341	0	1799.9
2_200_4b	Feasible	992.02	0	1799.91
2_200_5b	Feasible	1474.48	0	1799.69
2_200_10b	Feasible	16694.7	0	1798.88
2_200_15b	Feasible	31319.6	0	1791
2_200_20b	Feasible	51462.9	0	1794.82
2_300_2b	Feasible	3.67	0	1799.92
2_300_3b	Feasible	164.825	0	1799.93
2_300_4b	Feasible	1040.59	0	1799.63
2_300_5b	Feasible	2047.72	0	1799.24
2_300_10b	Feasible	17988.5	0	1799.02
2_300_15b	Feasible	37664.2	0	1779.76
2_300_20b	Feasible	56535.8	0	1799.08
2_400_2b	Feasible	2.225	0	1799.93
2_400_3b	Feasible	136.046	0	1799.9
2_400_4b	Feasible	912.663	0	1799.6
2_400_5b	Feasible	1915.99	0	1799.27
2_400_10b	Feasible	20364.7	0	1798.84
2_400_15b	Feasible	32100.9	0	1789.32
2_400_20b	Feasible	47661.2	0	1797.78
2_500_2b	Feasible	4.342	0	1799.89
2_500_3b	Feasible	86.54	0	1799.9
2_500_4b	Feasible	749.372	0	1799.73
2_500_5b	Feasible	1235.63	0	1799.62
2_500_10b	Feasible	19208.4	0	1768.18
2_500_15b	Feasible	32756.9	0	1788.97
2_500_20b	Feasible	53358.3	0	1793.78
2_50_2c	Feasible	7.513	0	1799.95
2_50_3c	Feasible	258.494	0	1799.95
2_50_4c	Feasible	943.731	0	1799.96
2_50_5c	Feasible	2755.23	0	1799.95
2_50_10c	Feasible	17833.9	0	1799.74
2_50_15c	Feasible	27787.8	12703.5	1799.61
2_50_20c	Feasible	50560.9	45183.7	1799.75
2_100_2c	Feasible	6.442	0	1799.9
2_100_3c	Feasible	154.879	0	1799.93
2_100_4c	Feasible	782.501	0	1799.92
2_100_5c	Feasible	1285.85	0	1799.96
2_100_10c	Feasible	16062.7	0	1799.6
2_100_15c	Feasible	22255.9	0	1792.58
2_100_20c	Feasible	47662.6	0	1789.38
2_200_2c	Feasible	1.236	0	1799.94
2_200_3c	Feasible	77.263	0	1799.9
2_200_4c	Feasible	1087.64	0	1799.76
2_200_5c	Feasible	1763.96	0	1799.82
2_200_10c	Feasible	17290.2	0	1798.76
2_200_15c	Feasible	30788.3	0	1790.34
2_200_20c	Feasible	50139	0	1792.71
2_300_2c	Feasible	2.382	0	1799.93
2_300_3c	Feasible	115.962	0	1799.92
2_300_4c	Feasible	816.459	0	1799.8
