4_50_2a	Feasible	759.295	0	1797.98
4_50_3a	Feasible	4561.99	0	1799.56
4_50_4a	Feasible	7864.45	0	1799.58
4_50_5a	Feasible	14442.1	0	1799.64
4_50_10a	Feasible	52094.9	0	1799.03
4_50_15a	Feasible	82603.6	5409.36	1799.13
4_50_20a	Feasible	97629.8	17292.4	1799.42
4_100_2a	Feasible	594.436	0	1799.27
4_100_3a	Feasible	3929.83	0	1799.34
4_100_4a	Feasible	9997.65	0	1799.45
4_100_5a	Feasible	15472.7	0	1799.49
4_100_10a	Feasible	51816.8	0	1798.95
4_100_15a	Feasible	78459	0	1799.13
4_100_20a	Feasible	95612.7	0	1799.46
4_200_2a	Feasible	835.622	0	1755.14
4_200_3a	Feasible	2032.06	0	1799.11
4_200_4a	Feasible	9780.88	0	1798.97
4_200_5a	Feasible	14249.7	0	1799.27
4_200_10a	Feasible	55588.9	0	1799.06
4_200_15a	Feasible	80413.3	0	1799.52
4_200_20a	Feasible	100031	0	1799.6
4_300_2a	Feasible	313.148	0	1799.11
4_300_3a	Feasible	2440.1	0	1799.04
4_300_4a	Feasible	10171.6	0	1798.83
4_300_5a	Feasible	15542.9	0	1798.65
4_300_10a	Feasible	49298.5	0	1799.32
4_300_15a	Feasible	79954	0	1798.38
4_300_20a	Feasible	113213	0	1799.03
4_400_2a	Feasible	601.744	0	1798.69
4_400_3a	Feasible	3472.03	0	1798.38
4_400_4a	Feasible	8596.1	0	1798.42
4_400_5a	Feasible	14301.2	0	1797.72
4_400_10a	Feasible	53364	0	1798.87
4_400_15a	Feasible	77390.6	0	1798.72
4_400_20a	Feasible	111878	0	1798.73
4_500_2a	Feasible	425.876	0	1797.96
4_500_3a	Feasible	4278.56	0	1797.39
4_500_4a	Feasible	10749.4	0	1797.29
4_500_5a	Feasible	12879.6	0	1797.09
4_500_10a	Feasible	44425.6	0	1798.84
4_500_15a	Feasible	72442.5	0	1799.35
4_500_20a	Feasible	109933	0	1799.14
4_50_2b	Feasible	1016.41	0	1798.67
4_50_3b	Feasible	4671.89	0	1799.44
4_50_4b	Feasible	12383.4	0	1798.68
4_50_5b	Feasible	17474.4	0	1798.78
4_50_10b	Feasible	55590.9	0	1797.83
4_50_15b	Feasible	81396.8	4316.24	1798.48
4_50_20b	Feasible	102400	4438.93	1798.47
4_100_2b	Feasible	744.755	0	1798.59
4_100_3b	Feasible	4402.19	0	1798.91
4_100_4b	Feasible	7934.6	0	1799.15
4_100_5b	Feasible	18923.1	0	1799.23
4_100_10b	Feasible	56949.7	0	1798.99
4_100_15b	Feasible	74455	0	1798.89
4_100_20b	Feasible	91895.1	0	1799.15
4_200_2b	Feasible	629.785	0	1773.3
4_200_3b	Feasible	5030.79	0	1794.29
4_200_4b	Feasible	8490.88	0	1798.76
4_200_5b	Feasible	14030.2	0	1798.04
4_200_10b	Feasible	55113.2	0	1799.34
4_200_15b	Feasible	69755.6	0	1799.69
4_200_20b	Feasible	100805	0	1799.48
4_300_2b	Feasible	666.654	0	1798.94
4_300_3b	Feasible	3096.27	0	1798.88
4_300_4b	Feasible	7831.64	0	1798.69
4_300_5b	Feasible	20697.6	0	1798.73
4_300_10b	Feasible	58197.1	0	1799.57
4_300_15b	Feasible	87728.4	0	1799.7
4_300_20b	Feasible	97957.2	0	1799.36
4_400_2b	Feasible	690.419	0	1799.01
4_400_3b	Feasible	4373.07	0	1798.71
4_400_4b	Feasible	10012.5	0	1798.45
4_400_5b	Feasible	15513.2	0	1798.98
4_400_10b	Feasible	51815.4	0	1799.15
4_400_15b	Feasible	86242.4	0	1799.96
4_400_20b	Feasible	99060.8	0	1799.79
4_500_2b	Feasible	329.433	0	1799.21
4_500_3b	Feasible	3192.41	0	1799.11
4_500_4b	Feasible	8320.57	0	1799.1
4_500_5b	Feasible	13007.9	0	1799.04
4_500_10b	Feasible	45546.1	0	1799.98
4_500_15b	Feasible	77359.9	0	1800.06
4_500_20b	Feasible	96878.6	0	1799.77
4_50_2c	Feasible	326.054	0	1799.67
4_50_3c	Feasible	3653.37	0	1799.2
4_50_4c	Feasible	10605.7	0	1798.49
4_50_5c	Feasible	18586.2	0	1798.66
4_50_10c	Feasible	47480.6	0	1797.65
4_50_15c	Feasible	87756	3380.3	1798.03
4_50_20c	Feasible	108617	14259.2	1798.15
4_100_2c	Feasible	586.926	0	1797.22
4_100_3c	Feasible	3722.65	0	1797.82
4_100_4c	Feasible	9129.63	0	1797.8
4_100_5c	Feasible	18709	0	1798.66
4_100_10c	Feasible	48903.4	0	1798.84
4_100_15c	Feasible	77818.4	0	1798.38
4_100_20c	Feasible	107789	0	1798.77
4_200_2c	Feasible	900.571	0	1768.18
4_200_3c	Feasible	3206.77	0	1798.66
4_200_4c	Feasible	7903.95	0	1798.84
4_200_5c	Feasible	10720.3	0	1799.14
4_200_10c	Feasible	48135.4	0	1798.47
4_200_15c	Feasible	79558.3	0	1799.21
4_200_20c	Feasible	106623	0	1799.21
4_300_2c	Feasible	351.477	0	1756.37
4_300_3c	Feasible	1688.65	0	1798.65
4_300_4c	Feasible	11128.2	0	1798.67
4_300_5c	Feasible	16959.8	0	1798.64
4_300_10c	Feasible	52429.6	0	1799.65
4_300_15c	Feasible	79070.6	0	1799.25
4_300_20c	Feasible	95144.3	0	1799.59
4_400_2c	Feasible	254.95	0	1799.11
4_400_3c	Feasible	2495.82	0	1799.15
4_400_4c	Feasible	7912.11	0	1798.93
4_400_5c	Feasible	16039.5	0	1798.87
4_400_10c	Feasible	43721.2	0	1799.78
4_400_15c	Feasible	82750.8	0	1799.32
4_400_20c	Feasible	112145	0	1800
4_500_2c	Feasible	367.294	0	1799.02
4_500_3c	Feasible	3115.03	0	1799.01
4_500_4c	Feasible	10950	0	1799.06
4_500_5c	Feasible	17142.6	0	1799.15
4_500_10c	Feasible	43597.3	0	1799.9
4_500_15c	Feasible	89428.7	0	1800.11
4_500_20c	Feasible	111243	0	1800
4_50_2d	Feasible	817.197	0	1799.72
4_50_3d	Feasible	3810.06	0	1799.6
4_50_4d	Feasible	12398.4	0	1799.51
4_50_5d	Feasible	20639	0	1799.57
4_50_10d	Feasible	56615.4	0	1798.61
4_50_15d	Feasible	88641.8	4416	1799.01
4_50_20d	Feasible	102946	19955	1799.35
4_100_2d	Feasible	638.946	0	1799.32
4_100_3d	Feasible	3738.01	0	1799.45
4_100_4d	Feasible	7630.58	0	1799.55
4_100_5d	Feasible	15904.6	0	1799.53
4_100_10d	Feasible	44704.3	0	1799.03
4_100_15d	Feasible	84866.8	0	1799.09
4_100_20d	Feasible	107969	0	1799.34
4_200_2d	Feasible	650.07	0	1796.61
4_200_3d	Feasible	3086.72	0	1799.36
4_200_4d	Feasible	5749.82	0	1799.36
4_200_5d	Feasible	14026.7	0	1799.16
4_200_10d	Feasible	49832.5	0	1799.73
4_200_15d	Feasible	75775.8	0	1799.13
4_200_20d	Feasible	103685	0	1799.45
4_300_2d	Feasible	823.647	0	1762.54
4_300_3d	Feasible	3893.89	0	1799.17
4_300_4d	Feasible	6688.7	0	1799.11
4_300_5d	Feasible	16461.2	0	1799.04
4_300_10d	Feasible	44749.9	0	1799.25
